"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"57","휴게음식점","07_24_05_P","3100000","3100000-104-2026-00024","2026-02-05","","03","폐업","02","폐업","2026-02-28","","","","","","139-708","서울특별시 노원구 상계동 713 롯데백화점","서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)","01695","제이제이디저트","2026-03-01 04:15:10","U","2026-03-04 02:40:00","백화점","205320.28476675","461419.881795004","백화점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"58","휴게음식점","07_24_05_P","3100000","3100000-104-2026-00023","2026-02-03","","03","폐업","02","폐업","2026-02-28","","","","","","139-708","서울특별시 노원구 상계동 713 롯데백화점","서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)","01695","왓어브레드","2026-03-01 04:15:10","U","2026-03-04 02:40:00","백화점","205320.28476675","461419.881795004","백화점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"59","휴게음식점","07_24_05_P","4050000","5630000-104-2026-00024","2026-02-04","","03","폐업","02","폐업","2026-02-28","","","","","0.00","446-901","경기도 용인시 기흥구 고매동 884","경기도 용인시 기흥구 신고매로 124, 롯데아울렛 기흥점 2층 일부호 (고매동)","17087","너구리베이글","2026-03-01 04:15:11","U","2026-03-04 02:40:00","일반조리판매","210547.479033545","413684.298426578","일반조리판매","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"60","휴게음식점","07_24_05_P","3220000","3220000-104-2026-00068","2026-02-04","","03","폐업","02","폐업","2026-03-01","","","","","","135-731","서울특별시 강남구 삼성동 159 코엑스","서울특별시 강남구 영동대로 513, 코엑스 홀 C,D 카페라운지 (삼성동)","06164","이페메라(EPHEMERA)(한시적)","2026-03-02 04:15:08","U","2026-03-04 02:40:00","기타 휴게음식점","205130.591678902","445590.096837802","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"61","휴게음식점","07_24_05_P","5710000","5730000-104-2026-00036","2026-02-04","","01","영업/정상","01","영업","","","","","","6.75","361-911","충청북도 청주시 흥덕구 옥산면 가락리 953 흥덕코오롱하늘채아파트","충청북도 청주시 흥덕구 옥산면 가락길 60 (흥덕코오롱하늘채아파트)","28113","봄날","2026-03-01 13:03:35","U","2026-03-04 02:40:00","푸드트럭","234018.764860502","352420.831469814","푸드트럭","0","0","","","","0","0","0","0","0","","0","0","N","6.75","","","",
"62","휴게음식점","07_24_05_P","3120000","3120000-104-2026-00026","2026-02-03","","03","폐업","02","폐업","2026-03-01","","","","","","120-706","서울특별시 서대문구 창천동 30-33 현대백화점신촌점","서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하1층 일부호 (창천동)","03789","몰리하우스","2026-03-02 04:15:08","U","2026-03-04 02:40:00","일반조리판매","194265.067639805","450433.691021245","일반조리판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"63","휴게음식점","07_24_05_P","3450000","3450000-104-2026-00021","2026-02-03","","03","폐업","02","폐업","2026-03-01","","","","","","702-845","대구광역시 북구 산격동 1686","대구광역시 북구 유통단지로 110, 엑스코 동관 4,5홀 (산격동)","41515","달콤슈(달콤김밥)","2026-03-02 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","345710.47877274","268737.31697705","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"64","휴게음식점","07_24_05_P","5710000","5730000-104-2026-00040","2026-02-06","","01","영업/정상","01","영업","","","","","","30.00","361-872","충청북도 청주시 흥덕구 강서동 487 레인보우빌딩","충청북도 청주시 흥덕구 서현중로 66, 레인보우빌딩 3층 301호 (강서동)","28378","팀플PC","2026-03-01 12:09:39","U","2026-03-04 02:40:00","기타 휴게음식점","238236.699300895","347096.921200155","기타 휴게음식점","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","30","","","",
"65","휴게음식점","07_24_05_P","3230000","3230000-104-2026-00045","2026-02-06","","03","폐업","02","폐업","2026-03-01","","","","","","138-736","서울특별시 송파구 풍납동 388-1 서울아산병원","서울특별시 송파구 올림픽로43길 88, 서울아산병원 동관 H마트 지하1층 (풍납동)","05505","함께가는 여인들","2026-03-02 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","209607.590372037","447120.577229325","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"66","휴게음식점","07_24_05_P","4490000","5650000-104-2026-00019","2026-02-06","","01","영업/정상","01","영업","","","","","","4.00","330-940","충청남도 천안시 동남구 신방동 980 1층","충청남도 천안시 동남구 통정2길 6-26, 1층 (신방동)","31204","씨유천안신방그랜드점","2026-03-02 10:35:19","U","2026-03-04 02:40:00","편의점","211742.613081923","364101.416481248","편의점","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","4","","","",
"67","휴게음식점","07_24_05_P","5130000","5130000-104-2026-00012","2026-02-05","","01","영업/정상","01","영업","","","","","","56.00","712-120","경상북도 경산시 계양동 666-18","경상북도 경산시 원효로28길 5-17, 1층 (계양동)","38580","오늘 오뎅","2026-03-02 13:44:00","U","2026-03-04 02:40:00","일반조리판매","358300.323281346","259306.407293212","일반조리판매","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","56","","","",
"68","휴게음식점","07_24_05_P","3220000","3220000-104-2026-00074","2026-02-06","","03","폐업","02","폐업","2026-02-28","","","","","","135-834","서울특별시 강남구 대치동 514 SETEC","서울특별시 강남구 남부순환로 3104, SETEC 1전시장 (대치동)","06287","펠리체코리아(한시적)","2026-03-01 04:15:10","U","2026-03-04 02:40:00","커피숍","206279.206641169","443733.802684109","커피숍","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"69","휴게음식점","07_24_05_P","3080000","3080000-104-2026-00024","2026-02-25","","01","영업/정상","01","영업","","","","","","29.00","142-864","서울특별시 강북구 번동 412-52","서울특별시 강북구 한천로 981, 1층 우측호 (번동)","01066","꿀단지 떡볶이","2026-03-01 13:48:02","U","2026-03-04 02:40:00","기타 휴게음식점","202717.207955651","459366.276320496","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","29","","","",
"70","휴게음식점","07_24_05_P","3450000","3450000-104-2026-00038","2026-02-25","","03","폐업","02","폐업","2026-03-01","","","","","","702-845","대구광역시 북구 산격동 1686","대구광역시 북구 유통단지로 110, 엑스코 동관 6홀 (산격동)","41515","푸드차이","2026-03-02 04:15:09","U","2026-03-04 02:40:00","일반조리판매","345710.47877274","268737.31697705","일반조리판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"71","휴게음식점","07_24_05_P","5670000","5670140-104-2026-00024","2026-02-26","","03","폐업","02","폐업","2026-03-01","","","","","","","경상남도 창원시 성산구 대원동 123 창원컨벤션센터 제3전시장 일부호","경상남도 창원시 성산구 원이대로 362, 창원컨벤션센터 제3전시장 일부호 (대원동)","51408","분식시장","2026-03-02 04:15:09","U","2026-03-04 02:40:00","일반조리판매","350741.122739596","194512.04739502","일반조리판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"72","휴게음식점","07_24_05_P","4641000","4651000-104-2026-00029","2026-02-25","","01","영업/정상","01","영업","","","","","","45.12","","전북특별자치도 전주시 완산구 효자동2가 1326-4","전북특별자치도 전주시 완산구 쑥고개로 351, 1층 109호 (효자동2가)","55065","화정당","2026-03-02 17:39:45","U","2026-03-04 02:40:00","일반조리판매","209283.888856558","255941.018876051","일반조리판매","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","45.12","","","",
"73","휴게음식점","07_24_05_P","3450000","3450000-104-2026-00036","2026-02-24","","03","폐업","02","폐업","2026-03-01","","","","","","702-845","대구광역시 북구 산격동 1686","대구광역시 북구 유통단지로 110, 엑스코 동관 4,5홀 (산격동)","41515","카페큐브","2026-03-02 04:15:09","U","2026-03-04 02:40:00","커피숍","345710.47877274","268737.31697705","커피숍","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"74","휴게음식점","07_24_05_P","3450000","3450000-104-2026-00037","2026-02-24","","03","폐업","02","폐업","2026-03-01","","","","033 6421124","","702-845","대구광역시 북구 산격동 1686","대구광역시 북구 유통단지로 110, 엑스코 동관 6홀 (산격동)","41515","페이브","2026-03-02 04:15:09","U","2026-03-04 02:40:00","일반조리판매","345710.47877274","268737.31697705","일반조리판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"75","휴게음식점","07_24_05_P","4711000","4711000-104-2026-00005","2026-02-24","","03","폐업","02","폐업","2026-03-01","","","","","3.30","","전북특별자치도 김제시 검산동 산 59-3","전북특별자치도 김제시 도작로 224-98, 실내체육관 일원 (검산동)","54368","태권마차","2026-03-02 04:15:06","U","2026-03-04 02:40:00","기타 휴게음식점","191061.980601339","257181.87410562","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"76","휴게음식점","07_24_05_P","5470000","5470000-104-2021-00028","2021-09-27","","01","영업/정상","01","영업","","","","","055 943 5748","19.80","670-807","경상남도 거창군 거창읍 상림리 195-3","경상남도 거창군 거창읍 중앙로 66-1, 1층","50139","꼬꼬마 김밥","2026-03-02 11:17:45","U","2026-03-04 02:40:00","기타 휴게음식점","281934.649079764","243166.582908944","기타 휴게음식점","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","19.8","","","",
"77","휴게음식점","07_24_05_P","3480000","3480000-104-2022-00165","2022-11-22","","01","영업/정상","01","영업","","","","","","470.90","711-851","대구광역시 달성군 논공읍 금포리 0 1,2층","대구광역시 달성군 논공읍 비슬로 1880, 1,2층","42974","투썸플레이스 대구달성군청점","2026-03-01 16:57:10","U","2026-03-04 02:40:00","커피숍","","","커피숍","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","470.9","","","",
"78","휴게음식점","07_24_05_P","3740000","3760000-104-2026-00043","2026-02-23","","03","폐업","02","폐업","2026-03-01","","","","","","441-859","경기도 수원시 권선구 서둔동 296-124","경기도 수원시 권선구 세화로134번길 37, 수원메쎄 1홀 내 일부 (서둔동)","16621","한나베이커리","2026-03-02 04:15:10","U","2026-03-04 02:40:00","기타 휴게음식점","199672.086338054","418258.297963828","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"79","휴게음식점","07_24_05_P","5130000","5130000-104-2026-00015","2026-02-24","","01","영업/정상","01","영업","","","","","","78.17","712-833","경상북도 경산시 진량읍 내리리 15 대구대학교경산캠퍼스 공과대학관","경상북도 경산시 진량읍 대구대로 201, 대구대학교경산캠퍼스 공과대학관 2층","38453","카페아이엔지 대구대공과대학점","2026-03-01 10:34:58","U","2026-03-04 02:40:00","커피숍","366747.877404956","268490.244806368","커피숍","0","0","학교정화(상대)","","상수도전용","0","0","0","0","0","","0","0","N","78.17","","","",
"80","휴게음식점","07_24_05_P","3230000","3230000-104-2026-00050","2026-02-10","","03","폐업","02","폐업","2026-02-28","","","","","","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데백화점 잠실 지상2층 (잠실동)","05554","올데이스테이","2026-03-01 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","208589.363343145","445455.90405262","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"81","휴게음식점","07_24_05_P","3740000","3760000-104-2026-00032","2026-02-10","","03","폐업","02","폐업","2026-03-01","","","","","","441-859","경기도 수원시 권선구 서둔동 296-124","경기도 수원시 권선구 세화로134번길 37, 수원메쎄2홀 (서둔동)","16621","카페세로숲(cafe serosoop)","2026-03-02 04:15:10","U","2026-03-04 02:40:00","커피숍","199672.086338054","418258.297963828","커피숍","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"82","휴게음식점","07_24_05_P","3450000","3450000-104-2026-00030","2026-02-10","","03","폐업","02","폐업","2026-03-01","","","","","","702-845","대구광역시 북구 산격동 1686","대구광역시 북구 유통단지로 110, 엑스코 동관 6홀 (산격동)","41515","한나베이커리","2026-03-02 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","345710.47877274","268737.31697705","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"83","휴게음식점","07_24_05_P","3420000","3420000-104-2026-00025","2026-02-10","","03","폐업","02","폐업","2026-02-26","","","","","8.80","701-020","대구광역시 동구 신천동 1506 신세계동대구복합환승센터","대구광역시 동구 동부로 149, 신세계동대구복합환승센터 지하1층 (신천동)","41229","아리랑수제고로케","2026-02-27 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","347037.241970286","265407.404336831","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","8.8","","","",
"84","휴게음식점","07_24_05_P","4040000","4040000-104-2026-00024","2026-02-11","","03","폐업","02","폐업","2026-02-28","","","","","","465-030","경기도 하남시 신장동 616 스타필드 하남","경기도 하남시 미사대로 750, 스타필드 하남 지하2층 일부호 (신장동)","12942","농가의 식탁","2026-03-01 04:15:09","U","2026-03-04 02:40:00","일반조리판매","219699.010520355","449270.371200837","일반조리판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"85","휴게음식점","07_24_05_P","3940000","4100100-104-2026-00058","2026-02-20","","03","폐업","02","폐업","2026-03-01","","","","","","411-766","경기도 고양시 일산서구 대화동 2700 킨텍스 제2전시장 7홀 일부호","경기도 고양시 일산서구 킨텍스로 217-59, 킨텍스 제2전시장 7홀 일부호 (대화동)","10390","커피언스 경기도미술관점(세븐스애비뉴)(한시적)","2026-03-02 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","177158.311187542","462546.660972252","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"86","휴게음식점","07_24_05_P","3220000","3220000-104-2026-00099","2026-02-20","","03","폐업","02","폐업","2026-02-28","","","","02  22643277","","135-834","서울특별시 강남구 대치동 514 SETEC","서울특별시 강남구 남부순환로 3104, SETEC 1층 제1전시실 일부호 (대치동)","06287","전한에프앤씨(한시적)","2026-03-01 04:15:10","U","2026-03-04 02:40:00","기타 휴게음식점","206279.206641169","443733.802684109","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"87","휴게음식점","07_24_05_P","3180000","3180000-104-2026-00088","2026-02-19","","03","폐업","02","폐업","2026-02-28","","","","","3.30","150-899","서울특별시 영등포구 영등포동 618-496 영등포 민자역사","서울특별시 영등포구 경인로 846, 롯데백화점 지하1층 (영등포동)","07306","끄네들로","2026-03-01 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","191741.345847708","445970.307641467","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"88","휴게음식점","07_24_05_P","3910000","3910038-104-2026-00010","2026-02-19","","03","폐업","02","폐업","2026-02-28","","","","","0.00","451-823","경기도 평택시 포승읍 신영리 560-1 신영2리 마을회관 일원","경기도 평택시 포승읍 포승남로 103, 신영2리 마을회관 일원","17966","신영2리 마을회","2026-03-01 04:15:09","U","2026-03-04 02:40:00","일반조리판매","190246.617715402","382803.067521208","일반조리판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"89","휴게음식점","07_24_05_P","3330000","3330000-104-2022-00222","2022-09-23","","03","폐업","02","폐업","2026-02-27","","","","","46.98","612-846","부산광역시 해운대구 중동 1411-1 파라다이스호텔부산","부산광역시 해운대구 해운대해변로 296, 파라다이스호텔부산 (중동)","48099","커피프론트","2026-03-02 14:37:10","U","2026-03-04 02:40:00","커피숍","397114.551436907","186672.768207318","커피숍","0","0","","","","0","0","0","0","0","","0","0","N","46.98","","","",
"90","휴게음식점","07_24_05_P","4711000","4711000-104-2026-00003","2026-02-23","","03","폐업","02","폐업","2026-03-01","","","","","","","전북특별자치도 김제시 검산동 산 59-3","전북특별자치도 김제시 도작로 224-98 (검산동)","54368","행복상회","2026-03-02 04:15:06","U","2026-03-04 02:40:00","기타 휴게음식점","191061.980601339","257181.87410562","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"91","휴게음식점","07_24_05_P","4711000","4711000-104-2026-00004","2026-02-23","","03","폐업","02","폐업","2026-03-01","","","","","","","전북특별자치도 김제시 검산동 산 59-3","전북특별자치도 김제시 도작로 224-98 (검산동)","54368","달콤한 하루","2026-03-02 04:15:06","U","2026-03-04 02:40:00","기타 휴게음식점","191061.980601339","257181.87410562","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"92","휴게음식점","07_24_05_P","5710000","5730000-104-2026-00052","2026-02-23","","01","영업/정상","01","영업","","","","","0437166000","16.45","361-849","충청북도 청주시 흥덕구 가경동 1416-3 드림플러스","충청북도 청주시 흥덕구 2순환로 1233, NC백화점 청주점 지하1층 일부호 (가경동)","28396","담양 큰닭 칼국수","2026-03-01 10:50:00","U","2026-03-04 02:40:00","백화점","238501.339424579","347307.952095035","백화점","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","16.45","","","",
"93","휴게음식점","07_24_05_P","3420000","3420000-104-2026-00028","2026-02-11","","03","폐업","02","폐업","2026-02-26","","","","053 710 5108","12.00","701-020","대구광역시 동구 신천동 1506 신세계동대구복합환승센터","대구광역시 동구 동부로 149, 신세계동대구복합환승센터 지하1층 (신천동)","41229","주식회사리은푸드","2026-02-27 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","347037.241970286","265407.404336831","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","12","","","",
"94","휴게음식점","07_24_05_P","5670000","5670140-104-2026-00018","2026-02-11","","03","폐업","02","폐업","2026-03-01","","","","","","","경상남도 창원시 성산구 대원동 123 창원컨벤션센터 3전시장 일부","경상남도 창원시 성산구 원이대로 362, 창원컨벤션센터 3전시장 일부 (대원동)","51408","이디야 동래시장점1","2026-03-02 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","350741.122739596","194512.04739502","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"95","휴게음식점","07_24_05_P","3420000","3420000-104-2026-00030","2026-02-11","","03","폐업","02","폐업","2026-02-26","","","","","9.00","701-020","대구광역시 동구 신천동 1506 신세계동대구복합환승센터","대구광역시 동구 동부로 149, 신세계동대구복합환승센터 지하1층 (신천동)","41229","콘신","2026-02-27 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","347037.241970286","265407.404336831","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","9","","","",
"96","휴게음식점","07_24_05_P","5470000","5470000-104-2016-00029","2016-12-01","","01","영업/정상","01","영업","","","","","055 942 6987","34.82","670-807","경상남도 거창군 거창읍 상림리 55-9","경상남도 거창군 거창읍 아림로 49","50132","사진속커피향기","2026-03-02 11:22:19","U","2026-03-04 02:40:00","커피숍","282284.787376911","243438.86474796","커피숍","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","34.82","","","",
"97","휴게음식점","07_24_05_P","5470000","5470000-104-2011-00014","2011-10-11","","01","영업/정상","01","영업","","","","","055 945 7321","106.50","670-807","경상남도 거창군 거창읍 상림리 87","경상남도 거창군 거창읍 상동1길 40, 1층","50132","꿈꾸는 별사탕","2026-03-02 11:17:59","U","2026-03-04 02:40:00","커피숍","282022.715780532","243341.730924527","커피숍","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","106.5","","","",
"98","휴게음식점","07_24_05_P","4671000","4671000-104-2026-00016","2026-02-02","","03","폐업","02","폐업","2026-02-28","","","","","","","전북특별자치도 군산시 조촌동 450-21 롯데몰 군산점","전북특별자치도 군산시 조촌로 130, 롯데몰 군산점 3층 (조촌동)","54072","나따오비까","2026-03-01 04:15:09","U","2026-03-04 02:40:00","기타 휴게음식점","176350.48248947","275156.881801195","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"99","휴게음식점","07_24_05_P","4641000","4661000-104-2026-00009","2026-02-02","","03","폐업","02","폐업","2026-02-28","","","","","","","전북특별자치도 전주시 덕진구 반월동 748-3","전북특별자치도 전주시 덕진구 기린대로 1114, 1층 일부호 (반월동)","54808","플롱","2026-03-01 04:15:10","U","2026-03-04 02:40:00","기타 휴게음식점","205945.082176987","263649.742095437","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"100","휴게음식점","07_24_05_P","3450000","3450000-104-2026-00026","2026-02-09","","03","폐업","02","폐업","2026-03-01","","","","","","702-845","대구광역시 북구 산격동 1686","대구광역시 북구 유통단지로 110, 엑스코 동관 4,5홀 (산격동)","41515","유어쿠키","2026-03-02 04:15:09","U","2026-03-04 02:40:00","일반조리판매","345710.47877274","268737.31697705","일반조리판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"101","휴게음식점","07_24_05_P","4241000","4241000-104-2026-00002","2026-02-26","","03","폐업","02","폐업","2026-03-01","","","","","45.00","","강원특별자치도 삼척시 성남동 2 삼척문화예술회관","강원특별자치도 삼척시 엑스포로 45, 삼척문화예술회관 (성남동)","25919","삼척대게빵","2026-03-02 04:15:10","U","2026-03-04 02:40:00","기타 휴게음식점","391106.119703095","439522.099914281","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","45","","","",
"102","휴게음식점","07_24_05_P","4390000","4390000-104-2026-00014","2026-02-27","","03","폐업","02","폐업","2026-03-01","","","","","0.00","380-160","충청북도 충주시 풍동 408-1","","","달래별다방(2026단월강변정월대보름행사)","2026-03-02 04:15:08","U","2026-03-04 02:40:00","기타 휴게음식점","280624.624779578","382529.156621684","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"103","휴게음식점","07_24_05_P","3930000","5560000-104-2022-00063","2022-04-29","","01","영업/정상","01","영업","","","","","031 4827775","151.40","425-832","경기도 안산시 단원구 선부동 산 1-50","경기도 안산시 단원구 영동고속도로 15, 안산휴게소 주건축물제1동 지하1층 일부 (선부동)","15210","안산휴게소(인천)빅찹","2026-03-02 06:29:55","U","2026-03-04 02:40:00","기타 휴게음식점","183947.941281712","427706.406220263","기타 휴게음식점","0","0","","","","0","0","0","0","0","","0","0","N","151.4","","","",
