"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","종합휴양업","03_07_13_P","4580000","CDFI2262122013000001","2013-09-11","","04","취소/말소/만료/정지/중지","35","직권말소","2026-01-23","","","","","","325-893","충청남도 서천군 서면 도둔리 460-3","","","춘장대오토캠핑장","2026-01-23 10:20:17","U","2026-01-25 02:40:00","","157338.05723247","295777.099657812","종합휴양업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","4950","","0","","","","","","","100000000","","","","4950",
"2","종합휴양업","03_07_13_P","4580000","CDFI2262122015000001","2015-05-07","","04","취소/말소/만료/정지/중지","35","직권말소","2026-01-23","","","","","","325-902","충청남도 서천군 장항읍 송림리 758-1","충청남도 서천군 장항읍 장항산단로34번길 48-44","33661","솔바람 캠핑장","2026-01-23 10:20:56","U","2026-01-25 02:40:00","","169739.01315848","280465.295764095","종합휴양업","","자연녹지지역","1","기타","","","사무실","1","0","0","0","","","0","0","","0","0","","0","2428","","0","","","","","","","0","","","","2428",
