영업장주변구분명,건물소유구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,부흥유통,집단급식소 식품판매업,2026-03-19,209344.295673948,456511.819418524,2026-03-20 03:03:03,U,02,폐업,127,,,,,,,,,2026-03-19 17:32:21,2018-03-16,127.00,131-800,서울특별시 중랑구 망우동 301-22,N,,3060000-122-2018-00003,,3060000,"서울특별시 중랑구 용마산로136길 106, 1층 (망우동)",02057,03,폐업,집단급식소 식품판매업,,,,상수도전용
,자가,에스씨(SC)상사,집단급식소 식품판매업,2026-03-19,209540.814362969,445695.46525298,2026-03-20 03:03:03,U,02,폐업,0,,,,,,,,,2026-03-19 17:21:50,2024-09-27,6.60,138-828,서울특별시 송파구 방이동 62-8 석정빌딩,N,,3230000-122-2024-00009,,3230000,"서울특별시 송파구 오금로13길 9, 석정빌딩 5층 5496호 (방이동)",05548,03,폐업,집단급식소 식품판매업,,,,
