사업장명,사업장부지용도구분명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지면적,지번주소,제조구분명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자
한국경제신문사,기타,제조,,197032.923485936,450872.934795885,2026-03-27 03:03:03,U,01,영업중,2026-03-26 13:36:43,1997-07-31,,서울특별시 중구 중림동 441 한국경제신문사,냉동,1997301007102200977,3010000,"서울특별시 중구 청파로 463, 한국경제신문사 (중림동)",04505,,01,영업/정상,,
국제영어대학원대학교,업무용,제조,2026-03-20,211377.039493345,446899.094121557,2026-03-27 03:03:03,U,03,폐업,2026-03-26 16:14:45,2016-07-05,,,냉동,2016324020802200003,3240000,서울특별시 강동구 양재대로81길 89 (성내동),,,03,폐업,,
